id,nome,descricao,preco,preco_anterior,destaque,marca,peso,unidade,categoria,imagem,favorito,codigo,aliases,imagem_fonte,venda,ativo
"102","Mix de Frutas Vermelhas","Mix de Frutas Vermelhas","16.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_fruit_mix.jpg","false","645","[]",,"{}","true"
"103","Damasco","Damasco","18.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Apricot_(dried).jpg","false","48","[]",,"{}","true"
"105","Kiwi Desidratado","Kiwi Desidratado","11","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_kiwi_fruit_slices.jpg","false","58","[]",,"{}","true"
"106","Goji Berry","Goji Berry","9.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Goji_dried_berries.jpg","false","56","[]",,"{}","true"
"107","Blueberry","Blueberry","26.9","","false","","100 g","1 unidade","Snacks","assets/img/produtos/bloco1/blueberry.jpg","false","35","[]",,"{}","true"
"108","Morango Glaceado","Morango Glaceado","14.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Candied_strawberries.jpg","false","171","[]",,"{}","true"
"109","Cereja Desidratada","Cereja Desidratada","13.5","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_cherries.JPG","false","975","[]",,"{}","true"
"110","Abacaxi Desidratado","Abacaxi Desidratado","19.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_pineapple.JPG","false","3","[]",,"{}","true"
"111","Mamão Cristalizado","Mamão Cristalizado","12","","false","","100 g","1 unidade","Snacks","https://www.nozdobrasil.com.br/cdn/shop/files/mamao-cristalizado.jpg","false","61","[]",,"{}","true"
"112","Frutas Cristalizadas","Frutas Cristalizadas","3.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Candied_fruit.jpg","false","53","[]",,"{}","true"
"113","Tâmara sem Caroço","Tâmara sem Caroço","5.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_dates.jpg","false","976","[]",,"{}","true"
"114","Tâmara Jumbo","Tâmara Jumbo","9.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_dates.jpg","false","95","[]",,"{}","true"
"115","Banana Passa","Banana Passa","6.5","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_banana.jpg","false","27","[]",,"{}","true"
"116","Mini Figo Turco","Mini Figo Turco","15","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_figs_(2).jpg","false","169","[]",,"{}","true"
"117","Figo Turco","Figo Turco","15.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_figs_(2).jpg","false","51","[]",,"{}","true"
"118","Banana Chips Salgada","Banana Chips Salgada","12","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Banana_chips.JPG","false","26","[]",,"{}","true"
"119","Chips de Mandioca Premium","Chips de Mandioca Premium","18","","false","","100 g","1 unidade","Snacks","https://www.emporioquatroestrelas.com.br/media/catalog/product/c/h/chips_mandioca_100g.jpg","false","45","[]",,"{}","true"
"120","Chips de Kiwi","Chips de Kiwi","25","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_kiwi.jpg","false","674","[]",,"{}","true"
"121","Chips de Coco sem Açúcar","Chips de Coco sem Açúcar","10.9","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Coconut_chips.jpg","false","195","[]",,"{}","true"
"122","Chips de Coco com Bordo","Chips de Coco com Bordo","12","","false","","100 g","1 unidade","Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Coconut_chips.jpg","false","06","[]",,"{}","true"
"123","Mix de Castanhas","Mix de Castanhas","19.9","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Raw_nuts.jpg","false","73","[]",,"{}","true"
"124","Amêndoa Laminada","Amêndoa Laminada","16.9","","false","","100 g","1 unidade","Oleaginosas","https://images.tcdn.com.br/img/img_prod/1161475/amendoa_laminada_100g_a_granel_61_1_1b4962b64bc79d049446dcf68557dd91.jpg","false","11","[]",,"{}","true"
"125","Macadâmia sem Sal","Macadâmia sem Sal","26","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Macadamia_nuts.jpg","false","63","[]",,"{}","true"
"126","Pistache com Casca","Pistache com Casca","20","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/CSIRO_ScienceImage_3512_Pistachio_nuts.jpg","false","85","[]",,"{}","true"
"127","Pistache Inteiro sem Casca","Pistache Inteiro sem Casca","32","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/CSIRO_ScienceImage_3512_Pistachio_nuts.jpg","false","86","[]",,"{}","true"
"128","Castanha do Pará Inteira","Castanha do Pará Inteira","21","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Brazil_nuts.jpg","false","43","[]",,"{}","true"
"129","Castanha do Pará Quebrada","Castanha do Pará Quebrada","14.9","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Brazil_nuts.jpg","false","44","[]",,"{}","true"
"130","Castanha de Caju Crua W1","Castanha de Caju Crua W1","13","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/CASHEW_NUTS.jpg","false","37","[]",,"{}","true"
"131","Castanha de Caju Quebrada sem Sal","Castanha de Caju Quebrada sem Sal","10","","false","","100 g","1 unidade","Oleaginosas","assets/img/produtos/bloco1/castanha-caju-torrada.jpg","false","230","[]",,"{}","true"
"132","Castanha de Caju Assada sem Sal","Castanha de Caju Assada sem Sal","14","","false","","100 g","1 unidade","Oleaginosas","assets/img/produtos/bloco1/castanha-caju-assada.jpg","false","625","[]",,"{}","true"
"133","Castanha de Caju Torrada com Sal","Castanha de Caju Torrada com Sal","14","","false","","100 g","1 unidade","Oleaginosas","assets/img/produtos/bloco1/castanha-caju-torrada-com-sal.jpg","false","38","[]",,"{}","true"
"134","Castanha de Caju Torrada sem Sal","Castanha de Caju Torrada sem Sal","14","","false","","100 g","1 unidade","Oleaginosas","assets/img/produtos/bloco1/castanha-caju-torrada.jpg","false","40","[]",,"{}","true"
"135","Noz Pecan","Noz Pecan","19.9","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Pecans.jpg","false","81","[]",,"{}","true"
"136","Noz Quartilho","Noz Quartilho","9.9","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Walnuts_in_the_shell.jpg","false","620","[]",,"{}","true"
"137","Noz Quartz","Noz Quartz","10.5","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Walnuts.jpg","false","82","[]",,"{}","true"
"138","Noz Mariposa","Noz Mariposa","12.9","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Walnut_halves.jpg","false","119","[]",,"{}","true"
"139","Xerém de Amendoim","Xerém de Amendoim","3.9","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Crushed_peanuts.jpg","false","951","[]",,"{}","true"
"140","Amendoim Doce","Amendoim Doce","3.9","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Peanuts_and_lime.jpg","false","16","[]",,"{}","true"
"141","Amendoim Natural","Amendoim Natural","5.5","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Walnuts_pistachios_cashew_almonds.jpg","false","19","[]",,"{}","true"
"142","Amendoim sem Casca","Amendoim sem Casca","2.9","","false","","100 g","1 unidade","Oleaginosas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Walnuts_pistachios_cashew_almonds.jpg","false","15","[]",,"{}","true"
"143","Cacau 100% Alcalino","Cacau 100% Alcalino","7.9","","false","","100 g","1 unidade","Chocolate","https://commons.wikimedia.org/wiki/Special:Redirect/file/Cocoa-powder-1883108.jpg","false","639","[]",,"{}","true"
"144","Cacau 70%","Cacau 70%","7.5","","false","","100 g","1 unidade","Chocolate","https://commons.wikimedia.org/wiki/Special:Redirect/file/Cocoa-powder-1883108.jpg","false","316","[]",,"{}","true"
"145","Cacau 50%","Cacau 50%","5.5","","false","","100 g","1 unidade","Chocolate","https://commons.wikimedia.org/wiki/Special:Redirect/file/Cocoa-powder-1883108.jpg","false","353","[]",,"{}","true"
"146","Nibs de Cacau","Nibs de Cacau","24.9","","false","","100 g","1 unidade","Chocolate","https://commons.wikimedia.org/wiki/Special:Redirect/file/Cocoa_Nibs_in_Bowl.jpg","false","716","[]",,"{}","true"
"147","Eritritol","Eritritol","6.2","","false","","100 g","1 unidade","Granel","assets/img/produtos/bloco2/eritritol.jpg","false","315","[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":6.2}","true"
"148","Stevia em Pó","Stevia em Pó","42","","false","","100 g","1 unidade","Granel","assets/img/produtos/bloco2/stevia-em-po.webp","false","940","[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":42}","true"
"149","Cravo em Pó","Cravo em Pó","6.5","","false","","100 g","1 unidade","Temperos","https://commons.wikimedia.org/wiki/Special:Redirect/file/Ground_cloves.jpg","false","196","[]",,"{}","true"
"150","Bicarbonato de Sódio","Bicarbonato de Sódio","1.9","","false","","100 g","1 unidade","Produtos de prateleira","assets/img/produtos/bloco2/bicarbonato-sodio.jpg","false","314","[]",,"{}","true"
"151","Farinha Panko","Farinha Panko","4","","false","","100 g","1 unidade","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/011221-White-IMG_3991.jpg","false","346","[]",,"{}","true"
"152","Farinha Mineira","Farinha Mineira","4.1","","false","","100 g","1 unidade","Farinhas","https://www.emporioquatroestrelas.com.br/media/catalog/product/f/a/farinha_mineira_100g.jpg","false","439","[]",,"{}","true"
"153","Polvilho Doce","Polvilho Doce","1.9","","false","","100 g","1 unidade","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Tapioca_starch.jpg","false","373","[]",,"{}","true"
"154","Polvilho Azedo","Polvilho Azedo","1.99","","false","","100 g","1 unidade","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Tapioca_starch.jpg","false","372","[]",,"{}","true"
"155","Flocos de Arroz","Flocos de Arroz","4","","false","","100 g","1 unidade","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Poha_(Rice_Flakes).jpg","false","262","[]",,"{}","true"
"156","Fubá Italiano","Fubá Italiano","3.1","","false","","100 g","1 unidade","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Polenta_uncooked.jpg","false","156","[]",,"{}","true"
"157","Açúcar Mascavo","Açúcar Mascavo","4.69","","false","","100 g","1 unidade","Produtos de prateleira","assets/img/produtos/bloco2/acucar-mascavo.webp","false","303","[]",,"{}","true"
"158","Açúcar de Coco","Açúcar de Coco","6","","false","","100 g","100 g","Granel","assets/img/produtos/bloco2/acucar-de-coco.jpg","false","301","[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":6}","true"
"159","Açúcar Demerara","Açúcar Demerara","1.49","","false","","100 g","1 unidade","Produtos de prateleira","https://commons.wikimedia.org/wiki/Special:Redirect/file/Demerara_sugar_crystals.jpg","false","302","[]",,"{}","true"
"160","Café Bossa Nova","Café Bossa Nova","59.9","","false","","500 g","1 unidade","Cafés","https://zingrao.com.br/collections/cafes","false","","[]",,"{}","true"
"161","Café Bossa Nova","Café Bossa Nova","30","","false","","250 g","1 unidade","Cafés","","false","","[]",,"{}","true"
"162","Cebola em Conserva Temperada","Essência do Vale — Cebola em Conserva Temperada.","31","","false","Essência do Vale","340 g","1 unidade","Produtos de prateleira","https://cdn.awsli.com.br/2500x2500/1285/1285102/produto/53859500/cebola-em-conserva-tsxbn2ssbe.png","false","","[]",,"{}","true"
"163","Homus","Essência do Vale — Homus.","42","","false","Essência do Vale","320 g","1 unidade","Produtos de prateleira","https://cdn.awsli.com.br/800x800/1285/1285102/produto/139500424/homus-3by2mfghd6.png","false","","[]",,"{}","true"
"164","Pasta de Truta Defumada Tradicional","Essência do Vale — Pasta de Truta Defumada Tradicional.","39.9","","false","Essência do Vale","160 g","1 unidade","Produtos de prateleira","https://cdn.awsli.com.br/2500x2500/1285/1285102/produto/53860236/pasta-de-truta-defumada-tradicional-sc7jqz76v4.png","false","","[]",,"{}","true"
"165","Geleia de Abacaxi com Hortelã Diet","Essência do Vale — Geleia de Abacaxi com Hortelã Diet.","34.9","","false","Essência do Vale","200 g","1 unidade","Produtos de prateleira","https://loja.essenciadovale.com/geleia-de-abacaxi-com-hortela-diet-200g","false","","[]",,"{}","true"
"166","Geleia de Frutos Vermelhos Diet","Essência do Vale — Geleia de Frutos Vermelhos Diet.","39.9","","false","Essência do Vale","200 g","1 unidade","Produtos de prateleira","https://loja.essenciadovale.com/geleia-de-frutas-vermelhas-diet-200g","false","","[]",,"{}","true"
"167","Geleia de Pimenta Diet","Essência do Vale — Geleia de Pimenta Diet.","34.9","","false","Essência do Vale","200 g","1 unidade","Produtos de prateleira","https://loja.essenciadovale.com/media/catalog/product/g/e/geleia_de_pimenta_diet_200g.png","false","","[]",,"{}","true"
"168","Óleo de Coco Copra Extravirgem","Óleo de Coco Copra Extravirgem","64.9","","false","","500 ml","1 unidade","Produtos de prateleira","https://copra.com.br/wp-content/uploads/2020/05/copra_banner_oleoextravirgem_proteste__X_X_X_XX_X.jpg","false","","[]",,"{}","true"
"169","Óleo de Coco Copra Extravirgem","Óleo de Coco Copra Extravirgem","29.9","","false","","200 ml","1 unidade","Produtos de prateleira","https://copra.com.br/wp-content/uploads/2020/05/copra_banner_oleoextravirgem_proteste__X_X_X_XX_X.jpg","false","","[]",,"{}","true"
"170","Óleo de Coco Copra sem Sabor e sem Cheiro","Óleo de Coco Copra sem Sabor e sem Cheiro","25","","false","","200 ml","1 unidade","Produtos de prateleira","https://atacadaomaromba.fbitsstatic.net/img/p/oleo-de-coco-sem-sabor-500ml-copra-152027/343788.jpg?w=710&h=710&v=202604101603","false","","[]",,"{}","true"
"171","Óleo de Coco Copra sem Sabor e sem Cheiro","Óleo de Coco Copra sem Sabor e sem Cheiro","51.9","","false","","500 ml","1 unidade","Produtos de prateleira","https://copra.com.br/wp-content/uploads/2025/02/copra_AguaDeCoco1L.png","false","","[]",,"{}","true"
"172","Óleo de Coco Santo Óleo Extravirgem","Óleo de Coco Santo Óleo Extravirgem","28","","false","","200 ml","1 unidade","Produtos de prateleira","https://loja.santooleo.com.br/cdn/shop/files/oleo-de-coco-extravirgem-da-pelicula-500ml.png","false","","[]",,"{}","true"
"173","Óleo de Coco Santo Óleo Extravirgem","Óleo de Coco Santo Óleo Extravirgem","54.9","","false","","500 ml","1 unidade","Produtos de prateleira","https://loja.santooleo.com.br/cdn/shop/files/oleo-de-coco-extravirgem-da-pelicula-500ml.png","false","","[]",,"{}","true"
"174","Azeite de Abacate Extravirgem","Azeite de Abacate Extravirgem","39","","false","","250 ml","1 unidade","Produtos de prateleira","https://images.tcdn.com.br/img/img_prod/1249471/azeite_de_abacate_extra_virgem_250_ml_1_20260302092557_377d26fbc873.png","false","","[]",,"{}","true"
"175","Tahine Integral","Sésamo Real — Tahine Integral.","36.9","","false","Sésamo Real","320 g","1 unidade","Produtos de prateleira","https://sesamoreal.com.br/cdn/shop/files/tahine-integral-320g.png","false","","[]",,"{}","true"
"176","Tahine Tradicional","Sésamo Real — Tahine Tradicional.","37.9","","false","Sésamo Real","320 g","1 unidade","Produtos de prateleira","https://sesamoreal.com.br/cdn/shop/files/tahine-tradicional-320g.png","false","","[]",,"{}","true"
"177","Gergelim Mix","Sésamo Real — Gergelim Mix.","19.9","","false","Sésamo Real","170 g","1 unidade","Produtos de prateleira","https://sesamoreal.com.br/cdn/shop/files/gergelim-mix-170g.png","false","","[]",,"{}","true"
"179","Molho Mrs Chicken","Mrs Taste — Molho Mrs Chicken.","32.9","","false","Mrs Taste","320 g","1 unidade","Produtos de prateleira","https://cdn.dooca.store/144780/products/download-2024-11-21t145116079.jpg?v=1732211594","false","","[]",,"{}","true"
"180","Geleia de Pimenta com Frutas Vermelhas","UAI Red Pepper — Geleia de Pimenta com Frutas Vermelhas.","24.9","","false","UAI Red Pepper","260 g","1 unidade","Produtos de prateleira","https://www.magazineluiza.com.br/molho-geleia-de-pimenta-frutas-vermelhas-260g-uai-pepper-geleia-uai/p/gce20adhgb/me/glia/","false","","[]",,"{}","true"
"181","Molho Agridoce Defumado","UAI Red Pepper — Molho Agridoce Defumado.","24.9","","false","UAI Red Pepper","260 g","1 unidade","Produtos de prateleira","https://www.magazineluiza.com.br/molho-geleia-de-pimenta-agridoce-defumado-p-carnes-e-queijo-260g-uai-red-pepper-geleia-uai/p/baaadkjc08/me/capx/","false","","[]",,"{}","true"
"182","Sal Sertão Integral","Sal Sertão Integral","14.9","","false","","1 kg","1 unidade","Produtos de prateleira","https://lojagood4you.com.br/cdn/shop/files/sal_marinho_integral_1kg_sertao_5553_1_193ff1d2dc8639eb58674c1503f5bebd.webp?v=1768405191","false","","[]",,"{}","true"
"183","Sal Marinho Integral de Mossoró","BR Spices — Sal Marinho Integral de Mossoró.","12","","false","BR Spices","500 g","1 unidade","Produtos de prateleira","https://www.loja.brspices.com.br/media/catalog/product/s/a/sal_marinho_integral_mossoro_500g.jpg","false","","[]",,"{}","true"
"184","Sal Marinho Integral de Mossoró","BR Spices — Sal Marinho Integral de Mossoró.","20","","false","BR Spices","1 kg","1 unidade","Produtos de prateleira","https://www.loja.brspices.com.br/media/catalog/product/s/a/sal_marinho_integral_mossoro_500g.jpg","false","","[]",,"{}","true"
"185","Sal Marinho Integral","OuroMar — Sal Marinho Integral.","15.9","","false","OuroMar","1 kg","1 unidade","Produtos de prateleira","https://www.mercadolivre.com.br/sal-marinho-integral-1kg-ouromar/p/MLB36840545","false","","[]",,"{}","true"
"186","Flocos de Milho Livre","Flocos de Milho Livre","9.9","","false","","500 g","1 unidade","Farinhas","https://http2.mlstatic.com/D_NQ_NP_2X_654847-MLA94467633519_102025-O.webp","false","","[]",,"{}","true"
"187","Extrato Natural de Baunilha","Bombay Herbs & Spices — Extrato Natural de Baunilha.","44","","false","Bombay Herbs & Spices","30 ml","1 unidade","Produtos de prateleira","https://bombayhs.vtexassets.com/arquivos/ids/157422/extrato-de-baunilha.jpg?v=639125551118130000","false","","[]",,"{}","true"
"188","Shoyu de Coco Copra","Shoyu de Coco Copra","34.9","","false","","250 ml","1 unidade","Produtos de prateleira","https://images.tcdn.com.br/img/img_prod/1033103/shoyu_de_coco_copra_250ml_721_1_0196a633103783e40c896cf6fe94eb20.jpg","false","","[]",,"{}","true"
,"Black Maca Peruana Premium",,"68","","false","Inka Qhatu","150 g",,"Granel","https://www.inkaqhatu.com/cdn/shop/files/A741088-2_1800x.jpg?v=1769114303","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":68}","true"
,"Beterraba em Pó",,"8.9","","false","SEM MARCA","100 g",,"Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/Beetroot_powder.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":8.9}","true"
,"Feno Grego em Pó",,"5.9","","false","SEM MARCA","100 g",,"Granel","https://moroccanspicysecrets.com/cdn/shop/files/1731402777.png?v=1727991863","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":5.9}","true"
,"Energético em Pó (Tribulus)",,"11.9","","false","SEM MARCA","100 g",,"Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/Tribulus_terrestris_powder.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":11.9}","true"
,"Farinha de Berinjela",,"8.9","","false","SEM MARCA","100 g",,"Granel","https://cdn.awsli.com.br/2096/2096226/produto/131217110/71b61fbfdf.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":8.9}","true"
,"Farinha de Inhame",,"10","","false","SEM MARCA","100 g",,"Granel","https://cdn.shopify.com/s/files/1/0664/7034/6966/files/81L-t-6hlBL._SL1500_2048x2048.png?v=1661731860","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":10}","true"
,"Goma Xantana",,"8.9","","false","SEM MARCA","100 g",,"Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/Xanthan_gum_powder.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":8.9}","true"
,"Semolina",,"2.2","","false","SEM MARCA","100 g",,"Granel","https://bowlvegetal.com/cdn/shop/files/semolina-semola-de-trigo-fina.jpg?v=1766457759&width=533","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":2.2}","true"
,"Farinha de Centeio",,"2.5","","false","SEM MARCA","100 g",,"Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/Rye_flour.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":2.5}","true"
,"Farinha de Maracujá",,"3.5","","false","SEM MARCA","100 g",,"Granel","assets/img/produtos/bloco2/farinha-maracuja.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":3.5}","true"
,"Ágar-Ágar em Pó",,"20","","false","","100 g",,"Farinhas","assets/img/produtos/bloco3/agar-agar.png","false",,"[]",,"{}","true"
,"Dolomita",,"1.6","","false","","100 g",,"Granel","assets/img/produtos/bloco2/dolomita.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":1.6}","true"
,"Argila Branca",,"2.5","","false","","100 g",,"Granel","assets/img/produtos/bloco2/argila-branca.webp","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":2.5}","true"
,"Argila Verde",,"2.9","","false","","100 g",,"Granel","https://images.tcdn.com.br/img/img_prod/1017481/argila_verde_100g_labotrat_cosmeticos_26851_1_0abb427e560ad9432075452f310a8ec3.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":2.9}","true"
,"Alcachofra",,"9.5","","false","","100 g",,"Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_Artichoke_-_Flickr_-_glukupikron.jpg","false",,"[]",,"{}","true"
,"Amora Branca",,"9.5","","false","","100 g",,"Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_mulberry_leaves.jpg","false",,"[]",,"{}","true"
,"Funcho",,"9.5","","false","","100 g",,"Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Fennel-seeds.jpg","false",,"[]",,"{}","true"
,"Alfazema Azul",,"25","","false","","100 g",,"Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Lavender_flowers_lavandula.jpg","false",,"[]",,"{}","true"
,"Oliveira - Folha",,"9.5","","false","","100 g",,"Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Olive_leaves.jpg","false",,"[]",,"{}","true"
,"Macela - Flor",,"12.5","","false","","100 g",,"Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Macela.JPG","false",,"[]",,"{}","true"
,"Maçã para Chá",,"14","","false","","100 g",,"Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_apple_slices.jpg","false",,"[]",,"{}","true"
,"Limão Desidratado",,"9.5","","false","","100 g",,"Snacks","https://commons.wikimedia.org/wiki/Special:Redirect/file/Dried_lemon_slices.jpg","false",,"[]",,"{}","true"
,"Laranja para Chá",,"14.9","","false","","100 g",,"Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Zhejiang_Jiaxing_dried_orange_slices.jpg","false",,"[]",,"{}","true"
,"Cravo da Índia",,"15.9","","false","","100 g",,"Temperos","https://commons.wikimedia.org/wiki/Special:Redirect/file/Clove_spices.jpg","false",,"[]",,"{}","true"
,"Anis Estrelado",,"14.9","","false","","100 g",,"Temperos","https://commons.wikimedia.org/wiki/Special:Redirect/file/Star_Anise.jpg","false",,"[]",,"{}","true"
,"Glucomannan",,"29.9","","false","","100 g",,"Granel","assets/img/produtos/bloco3/glucomannan.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":29.9}","true"
,"Amaranto em Flocos",,"7.9","","false","","100 g",,"Granel","assets/img/produtos/bloco3/amaranto-flocos.jpeg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":7.9}","true"
,"Açaí em Pó",,"15","","false","","100 g",,"Granel","https://www.armazemsantafilomena.com.br/media/catalog/product/cache/a36d91cf602f5056eec13cb46a66de5e/p/o/polpa_de_acai.webp","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":15}","true"
,"Levedura de Cerveja em Pó",,"5.3","","false","","100 g",,"Granel","assets/img/produtos/bloco3/levedura-cerveja.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":5.3}","true"
,"Mucuna Nutricional",,"19.9","","false","","100 g",,"Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/Mucuna-pruriens-seeds.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":19.9}","true"
,"Quirera de Milho",,"1.5","","false","","100 g",,"Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn_grits.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":1.5}","true"
,"Farinha de Milho",,"2.99","","false","","100 g",,"Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn_flour_%2820240709%29.jpg","false",,"[]",,"{}","true"
,"Farinha de Mandioca Fina",,"7.9","","false","","100 g",,"Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Farinha_de_mandioca.jpg","false",,"[]",,"{}","true"
,"Tapioca Granulada",,"2.6","","false","","100 g",,"Farinhas","https://chinezinho.com.br/wp-content/uploads/2024/08/tapioca-granulada-400g.png","false",,"[]",,"{}","true"
,"Maca Peruana",,"10","","false","","100 g",,"Granel","https://www.soflor.com.br/wp-content/uploads/2017/05/maca-peruana-em-po-para-consumo-2.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":10}","true"
,"Farinha de Linhaça Marrom",,"4.5","","false","","100 g",,"Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Brown_Flax_Seeds.jpg","false",,"[]",,"{}","true"
